rr_hr,hrv_uint8,timestamp_received,rr,ee_status,hr,sensor_contact,rr_interval
"[128, 129]",True,2024-06-19 13:36:35.877459,"[468, 465]",False,125,Sensor contact not supported,True
"[129, 130]",True,2024-06-19 13:36:36.869731,"[462, 459]",False,126,Sensor contact not supported,True
"[131, 131]",True,2024-06-19 13:36:37.874129,"[458, 455]",False,128,Sensor contact not supported,True
"[132, 133]",True,2024-06-19 13:36:38.872153,"[453, 451]",False,129,Sensor contact not supported,True
"[133, 134, 134]",True,2024-06-19 13:36:39.865454,"[449, 446, 445]",False,131,Sensor contact not supported,True
"[135, 136]",True,2024-06-19 13:36:40.863783,"[442, 441]",False,133,Sensor contact not supported,True
"[136, 137]",True,2024-06-19 13:36:41.864361,"[439, 437]",False,134,Sensor contact not supported,True
"[137, 138]",True,2024-06-19 13:36:42.861154,"[436, 434]",False,135,Sensor contact not supported,True
"[138, 139, 139]",True,2024-06-19 13:36:43.852435,"[432, 431, 430]",False,137,Sensor contact not supported,True
"[139, 140]",True,2024-06-19 13:36:44.856483,"[429, 427]",False,138,Sensor contact not supported,True
"[140, 141, 141]",True,2024-06-19 13:36:45.850465,"[426, 425, 424]",False,139,Sensor contact not supported,True
"[142, 142]",True,2024-06-19 13:36:46.852217,"[422, 421]",False,140,Sensor contact not supported,True
"[142, 143]",True,2024-06-19 13:36:47.842050,"[420, 419]",False,141,Sensor contact not supported,True
"[143, 143, 144]",True,2024-06-19 13:36:48.839457,"[418, 417, 416]",False,142,Sensor contact not supported,True
"[144, 144]",True,2024-06-19 13:36:49.838033,"[416, 415]",False,143,Sensor contact not supported,True
"[144, 144, 145]",True,2024-06-19 13:36:50.840735,"[415, 414, 413]",False,144,Sensor contact not supported,True
"[144, 144]",True,2024-06-19 13:36:52.836265,"[414, 416]",False,144,Sensor contact not supported,True
"[143, 142]",True,2024-06-19 13:36:52.837656,"[419, 422]",False,144,Sensor contact not supported,True
"[141, 139, 138]",True,2024-06-19 13:36:53.830799,"[425, 429, 432]",False,143,Sensor contact not supported,True
"[137, 136]",True,2024-06-19 13:36:54.825940,"[436, 440]",False,141,Sensor contact not supported,True
"[135, 134]",True,2024-06-19 13:36:55.829276,"[443, 447]",False,139,Sensor contact not supported,True
"[132, 131]",True,2024-06-19 13:36:56.826708,"[452, 456]",False,137,Sensor contact not supported,True
"[130, 129]",True,2024-06-19 13:36:57.821164,"[459, 463]",False,135,Sensor contact not supported,True
"[128, 127]",True,2024-06-19 13:36:58.821552,"[468, 472]",False,133,Sensor contact not supported,True
"[125, 124]",True,2024-06-19 13:36:59.819743,"[477, 482]",False,131,Sensor contact not supported,True
"[123, 121]",True,2024-06-19 13:37:00.816496,"[487, 492]",False,128,Sensor contact not supported,True
"[120, 119]",True,2024-06-19 13:37:01.815073,"[497, 501]",False,126,Sensor contact not supported,True
,True,2024-06-19 13:37:02.811987,,False,126,Sensor contact not supported,False
,True,2024-06-19 13:37:03.802309,,False,126,Sensor contact not supported,False
